TEXT_FILE,QUOTE_TRANSCRIPTION,REGION,DATES,Geonames_ID,JSON,Alternate Names,Latitude,Longitude,Column,Column2,Comments,Column3,Column4,Column5
gabandi.txt,Sitlu ,Persian Coast,800,116331,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Setolū</toponymName>
    <name>Setolū</name>
    <lat>27.1939</lat>
    <lng>52.9656</lng>
    <geonameId>116331</geonameId>
    <countryCode>IR</countryCode>
    <countryName>Iran</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""22"">11</adminCode1>
    <adminName1>Hormozgan</adminName1>
    <asciiName>Setolu</asciiName>
    <alternateNames>Satloo,Satlu,Satlū,Seh Tolu,Seh Tolū,Setolu,Setolū,Setowlu,Setowlū,Sotolu,Sotolū,satlu,sih tulw,situlw,stlw,ستلو,سَتلُّ,سِتُولو,سِه تُلو</alternateNames>
    <elevation/>
    <srtm3>46</srtm3>
    <astergdem>49</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Setolu</alternateName>
    <alternateName>Satloo</alternateName>
    <alternateName>Satlū</alternateName>
    <alternateName>Seh Tolū</alternateName>
    <alternateName lang=""fa"">Setolū</alternateName>
    <alternateName>Setowlū</alternateName>
    <alternateName>Sotolū</alternateName>
    <alternateName lang=""fa"">سَتلُّ</alternateName>
    <alternateName lang=""fa"">ستلو</alternateName>
    <alternateName lang=""fa"">سِتُولو</alternateName>
    <alternateName lang=""fa"">سِه تُلو</alternateName>
    <timezone dstOffset=""3.5"" gmtOffset=""3.5"">Asia/Tehran</timezone>
    <bbox>
        <west>52.95549</west>
        <north>27.20289</north>
        <east>52.97571</east>
        <south>27.18491</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Satloo,Satlu,Satlū,Seh Tolu,Seh Tolū,Setolu,Setolū,Setowlu,Setowlū,Sotolu,Sotolū,satlu,sih tulw,situlw,stlw,ستلو,سَتلُّ,سِتُولو,سِه تُلو",27.1939,52.9656,,,,,,
qishm_island.txt,Kūsheh,Persian Coast,800,126179,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Kūshā</toponymName>
    <name>Kūshā</name>
    <lat>26.8586</lat>
    <lng>56.0067</lng>
    <geonameId>126179</geonameId>
    <countryCode>IR</countryCode>
    <countryName>Iran</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""22"">11</adminCode1>
    <adminName1>Hormozgan</adminName1>
    <asciiName>Kusha</asciiName>
    <alternateNames>Gusheh,Gūsheh,Kooh Shah,Kusha,Kushah,Kusheh,Kūsheh,Kūshā,Kūshāh,kwsha,kwshah,kwshh,كوشا,كوشاه,كوشه</alternateNames>
    <elevation/>
    <srtm3>28</srtm3>
    <astergdem>22</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Gūsheh</alternateName>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Kushah,_Hormozgan</alternateName>
    <alternateName>Kooh Shah</alternateName>
    <alternateName>Kūshā</alternateName>
    <alternateName lang=""fa"">Kūshāh</alternateName>
    <alternateName>Kūsheh</alternateName>
    <alternateName lang=""fa"">كوشا</alternateName>
    <alternateName lang=""fa"">كوشاه</alternateName>
    <alternateName lang=""fa"">كوشه</alternateName>
    <timezone dstOffset=""3.5"" gmtOffset=""3.5"">Asia/Tehran</timezone>
    <bbox>
        <west>55.99662</west>
        <north>26.86759</north>
        <east>56.01678</east>
        <south>26.84961</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Gusheh,Gūsheh,Kooh Shah,Kusha,Kushah,Kusheh,Kūsheh,Kūshā,Kūshāh,kwsha,kwshah,kwshh,كوشا,كوشاه,كوشه",26.8586,56.0067,,,,,,
shibkuh.txt,Banak,Persian Coast,800,141702,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Banak</toponymName>
    <name>Banak</name>
    <lat>27.871</lat>
    <lng>52.0274</lng>
    <geonameId>141702</geonameId>
    <countryCode>IR</countryCode>
    <countryName>Iran</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""18"">22</adminCode1>
    <adminName1>Bushehr</adminName1>
    <asciiName>Banak</asciiName>
    <alternateNames>Banag,Banak,Bank,Mahalleh-ye Banak,Maḩalleh-ye Banak,bng,bnk,mhlh bnk,بنک,بنگ,محله بنک</alternateNames>
    <elevation/>
    <srtm3>28</srtm3>
    <astergdem>21</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Banag</alternateName>
    <alternateName>Banak</alternateName>
    <alternateName>Bank</alternateName>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Bank%2C_Iran</alternateName>
    <alternateName>Maḩalleh-ye Banak</alternateName>
    <alternateName lang=""wkdt"">Q4077187</alternateName>
    <alternateName lang=""fa"">بنک</alternateName>
    <alternateName lang=""fa"">بنگ</alternateName>
    <alternateName lang=""fa"">محله بنک</alternateName>
    <timezone dstOffset=""3.5"" gmtOffset=""3.5"">Asia/Tehran</timezone>
    <bbox>
        <west>52.01723</west>
        <north>27.87999</north>
        <east>52.03757</east>
        <south>27.86201</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Banag,Banak,Bank,Mahalleh-ye Banak,Maḩalleh-ye Banak,bng,bnk,mhlh bnk,بنک,بنگ,محله بنک",27.871,52.0274,,,,,,
samail_wadi.txt,Qari,Oman,800,287499,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Wādī Qarī</toponymName>
    <name>Wādī Qarī</name>
    <lat>23.16292</lat>
    <lng>57.85517</lng>
    <geonameId>287499</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""DA"">01</adminCode1>
    <adminName1>Ad Dakhiliyah</adminName1>
    <asciiName>Wadi Qari</asciiName>
    <alternateNames>Kuri,Kūrī,Qari,Qarī,Quri,Qūrī,Wadi Qari,Wādī Qarī,wady qry,وادي قري</alternateNames>
    <elevation/>
    <srtm3>546</srtm3>
    <astergdem>545</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Kūrī</alternateName>
    <alternateName>Qarī</alternateName>
    <alternateName lang=""ar"">Qūrī</alternateName>
    <alternateName>Wādī Qarī</alternateName>
    <alternateName lang=""ar"">وادي قري</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>57.84539</west>
        <north>23.17191</north>
        <east>57.86495</east>
        <south>23.15392</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Kuri,Kūrī,Qari,Qarī,Quri,Qūrī,Wadi Qari,Wādī Qarī,wady qry,وادي قري",23.16292,57.85517,,,,,,
falaij_wadi.txt,Ghassah,Oman,800,288032,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Ghaşşah</toponymName>
    <name>Ghaşşah</name>
    <lat>26.24038</lat>
    <lng>56.3174</lng>
    <geonameId>288032</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""MU"">07</adminCode1>
    <adminName1>Musandam Governorate</adminName1>
    <asciiName>Ghassah</asciiName>
    <alternateNames>Ghassah,Ghaşşah,Hasa,Hassa,Hassah,ghst,غصة</alternateNames>
    <elevation/>
    <srtm3>1</srtm3>
    <astergdem>11</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Ghaşşah</alternateName>
    <alternateName>Hasa</alternateName>
    <alternateName>Hassa</alternateName>
    <alternateName>Hassah</alternateName>
    <alternateName lang=""ar"">غصة</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>56.30737</west>
        <north>26.24937</north>
        <east>56.32743</east>
        <south>26.23139</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Ghassah,Ghaşşah,Hasa,Hassa,Hassah,ghst,غصة",26.24038,56.3174,,,,,,
kabir_wadi_al.txt,Najaid,Oman,800,411984,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>An Nujayd</toponymName>
    <name>An Nujayd</name>
    <lat>23.06431</lat>
    <lng>58.12841</lng>
    <geonameId>411984</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""DA"">01</adminCode1>
    <adminName1>Ad Dakhiliyah</adminName1>
    <asciiName>An Nujayd</asciiName>
    <alternateNames>An Nijayd,An Nujayd,Najid,alnjyd,النّجيد</alternateNames>
    <elevation/>
    <srtm3>671</srtm3>
    <astergdem>674</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>An Nijayd</alternateName>
    <alternateName>An Nujayd</alternateName>
    <alternateName>Najid</alternateName>
    <alternateName lang=""ar"">النّجيد</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>58.11863</west>
        <north>23.0733</north>
        <east>58.13818</east>
        <south>23.05531</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","An Nijayd,An Nujayd,Najid,alnjyd,النّجيد",23.06431,58.12841,,,,,,
khadhar_jabal.txt,Wādaila,Oman,800,11982001,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Wādī Lā</toponymName>
    <name>Wādī Lā</name>
    <lat>22.42417</lat>
    <lng>59.25429</lng>
    <geonameId>11982001</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""SJ"">04</adminCode1>
    <adminName1>Southeastern Governorate</adminName1>
    <asciiName>Wadi La</asciiName>
    <alternateNames>Wadi La,Wādī Lā,wady la,وادي لا</alternateNames>
    <elevation/>
    <srtm3>258</srtm3>
    <astergdem>246</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Wādī Lā</alternateName>
    <alternateName lang=""ar"">وادي لا</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>59.24456</west>
        <north>22.43316</north>
        <east>59.26402</east>
        <south>22.41517</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Wadi La,Wādī Lā,wady la,وادي لا",22.42417,59.25429,,,,,,
manamah.txt,Na'īm-al-Kabīrah,Trucial States,800,290251,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Ḩālat an Na‘īm</toponymName>
    <name>Ḩālat an Na‘īm</name>
    <lat>26.23889</lat>
    <lng>50.63528</lng>
    <geonameId>290251</geonameId>
    <countryCode>BH</countryCode>
    <countryName>Bahrain</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""15"">15</adminCode1>
    <adminName1>Muharraq</adminName1>
    <asciiName>Halat an Na`im</asciiName>
    <alternateNames>Halat Nu`aym,Halat al Naim,Halat an Na`im,Naim,حَالَة اَلنَّعِيم,Ḥālat Nu‘aym,Ḩālat an Na‘īm</alternateNames>
    <elevation/>
    <srtm3>5</srtm3>
    <astergdem>15</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Halat al Naim</alternateName>
    <alternateName>Ḩālat an Na‘īm</alternateName>
    <alternateName>Ḥālat Nu‘aym</alternateName>
    <alternateName>Naim</alternateName>
    <alternateName lang=""ar"">حَالَة اَلنَّعِيم</alternateName>
    <timezone dstOffset=""3.0"" gmtOffset=""3.0"">Asia/Bahrain</timezone>
    <bbox>
        <west>50.62525</west>
        <north>26.24788</north>
        <east>50.64531</east>
        <south>26.2299</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Halat Nu`aym,Halat al Naim,Halat an Na`im,Naim,حَالَة اَلنَّعِيم,Ḥālat Nu‘aym,Ḩālat an Na‘īm",26.23889,50.63528,,,,,,
masqat_district.txt,Raudhah,Oman,800,286766,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Ar Rawḑah</toponymName>
    <name>Ar Rawḑah</name>
    <lat>22.87285</lat>
    <lng>58.21871</lng>
    <geonameId>286766</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""SS"">12</adminCode1>
    <adminName1>Northeastern Governorate</adminName1>
    <asciiName>Ar Rawdah</asciiName>
    <alternateNames>Ar Rawdah,Ar Rawḍah,Ar Rawḑah,Rawdah,Rawḑah,alrwdt,الرّوضة</alternateNames>
    <elevation/>
    <srtm3>613</srtm3>
    <astergdem>612</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Ar Rawḑah</alternateName>
    <alternateName>Ar Rawḍah</alternateName>
    <alternateName>Rawḑah</alternateName>
    <alternateName lang=""ar"">الرّوضة</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>58.20895</west>
        <north>22.88184</north>
        <east>58.22847</east>
        <south>22.86386</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Ar Rawdah,Ar Rawḍah,Ar Rawḑah,Rawdah,Rawḑah,alrwdt,الرّوضة",22.87285,58.21871,,,,,,
risail_wadi.txt,Mawālikh,Western Arabia,800,8538300,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Al Mawāliḩ al Janūbīyah</toponymName>
    <name>Al Mawāliḩ al Janūbīyah</name>
    <lat>23.60201</lat>
    <lng>58.22932</lng>
    <geonameId>8538300</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""MA"">06</adminCode1>
    <adminName1>Muscat</adminName1>
    <asciiName>Al Mawalih al Janubiyah</asciiName>
    <alternateNames>Al Mawalih al Janubiyah,Al Mawāliḩ al Janūbīyah,almwalh aljnwbyt,الموالح الجنوبية</alternateNames>
    <elevation/>
    <srtm3>18</srtm3>
    <astergdem>28</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Al Mawāliḩ al Janūbīyah</alternateName>
    <alternateName lang=""ar"">الموالح الجنوبية</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>58.21951</west>
        <north>23.611</north>
        <east>58.23914</east>
        <south>23.59301</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Al Mawalih al Janubiyah,Al Mawāliḩ al Janūbīyah,almwalh aljnwbyt,الموالح الجنوبية",23.60201,58.22932,,,,,,
sarrami_wadi.txt,Sakhīyāt,Oman,800,11739429,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Sakhīyāt</toponymName>
    <name>Sakhīyāt</name>
    <lat>23.83503</lat>
    <lng>56.57811</lng>
    <geonameId>11739429</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""ZA"">09</adminCode1>
    <adminName1>Ad Dhahirah</adminName1>
    <asciiName>Sakhiyat</asciiName>
    <alternateNames>Sakhiyat,Sakhiyyat,Sakhiyyāt,Sakhīyāt,skhyat,سخيّات</alternateNames>
    <elevation/>
    <srtm3>773</srtm3>
    <astergdem>783</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Sakhīyāt</alternateName>
    <alternateName>Sakhiyyāt</alternateName>
    <alternateName lang=""ar"">سخيّات</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>56.56828</west>
        <north>23.84403</north>
        <east>56.58794</east>
        <south>23.82604</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Sakhiyat,Sakhiyyat,Sakhiyyāt,Sakhīyāt,skhyat,سخيّات",23.83503,56.57811,,,,,,
sharqiyah.txt,Qufaifah,Oman,800,287644,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Qufayfah</toponymName>
    <name>Qufayfah</name>
    <lat>22.90027</lat>
    <lng>58.42322</lng>
    <geonameId>287644</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""SS"">12</adminCode1>
    <adminName1>Northeastern Governorate</adminName1>
    <asciiName>Qufayfah</asciiName>
    <alternateNames>Khafifah,Khafīfah,Qifayfah,Qufayfah,qfyft,قفيفة</alternateNames>
    <elevation/>
    <srtm3>638</srtm3>
    <astergdem>644</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Khafīfah</alternateName>
    <alternateName>Qifayfah</alternateName>
    <alternateName>Qufayfah</alternateName>
    <alternateName lang=""ar"">قفيفة</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>58.41346</west>
        <north>22.90926</north>
        <east>58.43298</east>
        <south>22.89128</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Khafifah,Khafīfah,Qifayfah,Qufayfah,qfyft,قفيفة",22.90027,58.42322,,,,,,
sohar_wilayat.txt,Auhi,Oman,800,288432,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Al ‘Awhī</toponymName>
    <name>Al ‘Awhī</name>
    <lat>24.40202</lat>
    <lng>56.66893</lng>
    <geonameId>288432</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""BS"">11</adminCode1>
    <adminName1>Al Batinah North</adminName1>
    <asciiName>Al `Awhi</asciiName>
    <alternateNames>'Auhi,Al `Awhi,Al ‘Awhī,Falaj al `Awhi,Falaj al ‘Awhī,Uhi,`Awhi,العوهي,‘Awhī,’Auhi</alternateNames>
    <elevation/>
    <srtm3>11</srtm3>
    <astergdem>15</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName lang=""ar"">Al ‘Awhī</alternateName>
    <alternateName>’Auhi</alternateName>
    <alternateName>‘Awhī</alternateName>
    <alternateName>Falaj al ‘Awhī</alternateName>
    <alternateName>Uhi</alternateName>
    <alternateName lang=""ar"">العوهي</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>56.65906</west>
        <north>24.41102</north>
        <east>56.67881</east>
        <south>24.39303</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","'Auhi,Al `Awhi,Al ‘Awhī,Falaj al `Awhi,Falaj al ‘Awhī,Uhi,`Awhi,العوهي,‘Awhī,’Auhi",24.40202,56.66893,,,,,,
umr_al_gharbi_wadi_bani.txt,Shuwaimarah,Oman,800,286354,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Ash Shuwaymirah</toponymName>
    <name>Ash Shuwaymirah</name>
    <lat>24.37114</lat>
    <lng>56.3263</lng>
    <geonameId>286354</geonameId>
    <countryCode>OM</countryCode>
    <countryName>Oman</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""BS"">11</adminCode1>
    <adminName1>Al Batinah North</adminName1>
    <asciiName>Ash Shuwaymirah</asciiName>
    <alternateNames>Ash Shiwaymrah,Ash Shuwaymirah,Shuwaymirah,alshwymrt,الشّويمرة</alternateNames>
    <elevation/>
    <srtm3>441</srtm3>
    <astergdem>429</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>Ash Shiwaymrah</alternateName>
    <alternateName>Ash Shuwaymirah</alternateName>
    <alternateName>Shuwaymirah</alternateName>
    <alternateName lang=""ar"">الشّويمرة</alternateName>
    <timezone dstOffset=""4.0"" gmtOffset=""4.0"">Asia/Muscat</timezone>
    <bbox>
        <west>56.31642</west>
        <north>24.38013</north>
        <east>56.33617</east>
        <south>24.36215</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Ash Shiwaymrah,Ash Shuwaymirah,Shuwaymirah,alshwymrt,الشّويمرة",24.37114,56.3263,,,,,,
bahrain_island.txt,Sanābis,Trucial States,900,290121,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Sanābis</toponymName>
    <name>Sanābis</name>
    <lat>26.22722</lat>
    <lng>50.55083</lng>
    <geonameId>290121</geonameId>
    <countryCode>BH</countryCode>
    <countryName>Bahrain</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>6564</population>
    <adminCode1 ISO3166-2=""13"">16</adminCode1>
    <adminName1>Manama</adminName1>
    <asciiName>Sanabis</asciiName>
    <alternateNames>As Sanabis,As Sanābīs,Sanabis,Sanābis,sanabis,سَنَابِس</alternateNames>
    <elevation/>
    <srtm3>6</srtm3>
    <astergdem>18</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName>As Sanābīs</alternateName>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Sanabis</alternateName>
    <alternateName>Sanābis</alternateName>
    <alternateName lang=""ar"">سَنَابِس</alternateName>
    <timezone dstOffset=""3.0"" gmtOffset=""3.0"">Asia/Bahrain</timezone>
    <bbox>
        <west>50.53962</west>
        <north>26.23728</north>
        <east>50.56204</east>
        <south>26.21717</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","As Sanabis,As Sanābīs,Sanabis,Sanābis,sanabis,سَنَابِس",26.22722,50.55083,,,,,,
qishm_town.txt,Qishm,Persian Coast,900,119374,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Qeshm</toponymName>
    <name>Qeshm</name>
    <lat>26.9492</lat>
    <lng>56.2691</lng>
    <geonameId>119374</geonameId>
    <countryCode>IR</countryCode>
    <countryName>Iran</countryName>
    <fcl>P</fcl>
    <fcode>PPLA2</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>seat of a second-order administrative division</fcodeName>
    <population>25000</population>
    <adminCode1 ISO3166-2=""22"">11</adminCode1>
    <adminName1>Hormozgan</adminName1>
    <asciiName>Qeshm</asciiName>
    <alternateNames>Bandar-e Qeshm,Gheshm,Keshm,Qeshm,Qishm,qshm,Кешм,قشم</alternateNames>
    <elevation/>
    <srtm3>34</srtm3>
    <astergdem>25</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2>449706</adminCode2>
    <adminName2>Qeshm</adminName2>
    <alternateName>Bandar-e Qeshm</alternateName>
    <alternateName lang=""en"">Gheshm</alternateName>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Qeshm,_Iran</alternateName>
    <alternateName lang=""unlc"">IRQSM</alternateName>
    <alternateName isPreferredName=""true"" lang=""en"">Qeshm</alternateName>
    <alternateName>Qeshm</alternateName>
    <alternateName lang=""en"">Qishm</alternateName>
    <alternateName>Qishm</alternateName>
    <alternateName lang=""ru"">Кешм</alternateName>
    <alternateName lang=""fa"">قشم</alternateName>
    <timezone dstOffset=""3.5"" gmtOffset=""3.5"">Asia/Tehran</timezone>
    <bbox>
        <west>56.24654</west>
        <north>26.96931</north>
        <east>56.29166</east>
        <south>26.92909</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Bandar-e Qeshm,Gheshm,Keshm,Qeshm,Qishm,qshm,Кешм,قشم",26.9492,56.2691,,,,,,
shamil_district.txt,Gulistān,Persian Coast,1000,48043,"<?xml version=""1.0"" encoding=""UTF-8"" standalone=""no""?>
<geoname>
    <toponymName>Golestān</toponymName>
    <name>Golestān</name>
    <lat>27.4941</lat>
    <lng>56.8739</lng>
    <geonameId>48043</geonameId>
    <countryCode>IR</countryCode>
    <countryName>Iran</countryName>
    <fcl>P</fcl>
    <fcode>PPL</fcode>
    <fclName>city, village,...</fclName>
    <fcodeName>populated place</fcodeName>
    <population>0</population>
    <adminCode1 ISO3166-2=""22"">11</adminCode1>
    <adminName1>Hormozgan</adminName1>
    <asciiName>Golestan</asciiName>
    <alternateNames>Golestan,Golestān,glstan,Голестан,گلستان</alternateNames>
    <elevation/>
    <srtm3>68</srtm3>
    <astergdem>61</astergdem>
    <continentCode>AS</continentCode>
    <adminCode2/>
    <adminName2/>
    <alternateName lang=""fa"">Golestān</alternateName>
    <alternateName lang=""link"">https://en.wikipedia.org/wiki/Golestan,_Hormozgan</alternateName>
    <alternateName lang=""ru"">Голестан</alternateName>
    <alternateName lang=""fa"">گلستان</alternateName>
    <timezone dstOffset=""3.5"" gmtOffset=""3.5"">Asia/Tehran</timezone>
    <bbox>
        <west>56.86376</west>
        <north>27.50309</north>
        <east>56.88404</east>
        <south>27.48511</south>
        <accuracyLevel>0</accuracyLevel>
    </bbox>
</geoname>
","Golestan,Golestān,glstan,Голестан,گلستان",27.4941,56.8739,,,,,,
